,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
12,-597.2495,32.292625,-9.2817,-1.1100079,-11.489121,-10.275905,-9.871785,-12.213293,-4.8363037,-7.209703,-7.1190133,-6.6379395,-3.5140395,-0.84252894,-4.1018953,-2.301472,-2.6871808,-0.42340884,-4.06092,0.8690955,-1.4766369,1.1995871,-0.46247464,2.6441066,-1.6719806,3.5431352,1.6883171,3.7683473,-0.35594103,1.0337653,-0.24204352,2.1182208,0.51799345,2.6258616,0.08016529,1.2678715,-1.7676941,0.20423731,-0.46274838,0.4690579,surprised
13,-620.432,32.768806,-6.404999,6.1707773,-11.5793,-5.440274,-11.438187,-12.549925,-3.772038,-4.2714667,-3.287706,-2.2832148,-6.1212916,-1.9637078,-4.5735264,-5.052937,-3.3338473,0.23634823,-1.6867281,2.0129905,-0.67320424,-0.07808398,0.864031,3.1858938,1.6612704,5.3883204,1.6910024,1.6203138,-1.9805071,-0.7814132,-3.3078272,0.19205174,-2.6417477,1.1886047,-0.75289834,1.0418957,-0.34105414,-0.119326256,-1.419962,-0.4833398,sad
14,-666.7419,32.51783,-3.4367533,4.444491,-8.844798,-7.502707,-10.837092,-10.128052,-3.6747246,-7.4546113,-5.4184384,-4.70197,-4.0414457,-3.1933491,-4.6123137,-2.8684702,-3.4430625,-1.0540907,-2.2102737,2.3430352,-0.696558,0.4854174,0.3726453,1.3023119,-3.1760201,1.421646,-1.9152659,1.3315288,-2.1572013,-0.27640042,-0.917958,1.2945044,-0.8184164,1.5931567,-0.06571601,0.6592576,0.13749544,1.429216,1.376102,0.7008307,surprised
15,-667.9996,36.429905,-3.0977054,10.365324,-7.1769934,-1.4124657,-7.8809686,-8.664473,-1.3244823,-3.4642267,-5.1577077,-3.4795353,-2.1092656,-2.3295374,-3.8977883,-4.1115985,-4.0567174,-1.290013,-5.0794735,-0.21995248,-3.4935362,1.5506011,1.0806744,4.8813114,-0.6709142,3.9847245,-0.4092986,2.9414692,-0.4343489,0.21239486,-0.71749043,2.8425107,-1.4061799,3.4122298,0.16498126,1.8760556,-1.3705484,0.8017424,-0.9815229,0.24010573,fearful
16,-699.2256,45.542755,4.036344,7.65704,-6.888291,-4.64327,-8.388965,-7.7965665,-3.5390687,-6.842102,-5.0869784,-5.181487,-6.007294,-1.9043113,-2.7799444,-2.8071938,-5.341035,-1.7828085,-4.6679153,0.0899353,-3.526034,-1.4671165,-1.2712984,1.8360484,0.37810555,2.1384785,-0.80213577,0.056118697,-2.6079412,2.7061887,2.1841865,6.8537607,2.534623,2.6284332,-1.0523556,1.3903307,-0.66337085,0.98728496,-0.86788374,0.23943955,sad
17,-516.6097,28.6583,-16.472692,7.297217,-19.539879,-13.052576,-13.725462,-19.04401,-6.401953,-1.4475837,-5.097438,1.3694253,-6.6262975,-1.4092582,-5.097617,-5.869467,-5.945562,-0.8291218,-6.0806546,0.08986484,-1.2588227,-0.27897322,0.5726659,0.24855706,0.10605666,0.075800456,-0.13517557,3.6823382,3.639696,5.599185,3.0327296,2.5247524,-0.2610629,1.1395296,-0.9099004,1.347732,-2.447604,-1.3977726,-2.2701635,0.76924944,disgust
18,-779.1221,41.023727,6.857282,7.12263,-5.409248,-4.307679,-5.2844887,-7.190073,-3.6566293,-1.8775136,-2.4938788,-6.260751,-3.3505516,-2.8894134,-6.4243355,-2.4123616,-4.5860023,-3.6688933,-5.4677896,-2.2068186,-5.3302746,-1.3601438,-3.1171744,-1.1635064,-4.1236324,-0.04466878,-3.5586185,-0.6537407,-2.337334,-1.3411363,-2.1405673,0.19686092,-1.4149109,1.5788746,0.6113604,2.7303395,2.6026936,2.7880743,1.9630759,3.6106937,calm
19,-583.22614,29.705431,-5.7803974,4.189409,-8.13071,-6.0183263,-13.480736,-11.834194,-6.9952927,-4.7844763,-4.3225336,-5.354613,-2.754365,-1.7976692,-6.982753,-6.5949183,-6.852177,-2.4544444,-4.7598376,-0.8391095,-2.762942,-0.028963428,0.114754006,4.5458407,2.4934323,6.2520986,1.1990314,4.168524,0.3945855,3.8382082,-0.8938267,0.6207104,-2.7615821,0.15896669,-2.078981,0.38461158,-1.4002801,-1.0202653,-4.132001,-0.9731769,disgust
20,-762.10706,42.61511,5.965828,10.694748,-6.246248,-5.5171437,-4.309213,-7.824956,-4.588569,-3.0056756,-2.1127894,-4.7910366,-3.2127626,-1.6318722,-4.9663267,-1.9464036,-3.4040124,-2.8846295,-3.8216963,0.52817494,-0.4456251,2.4650228,0.5673105,2.955972,-1.7598325,0.1301185,-1.6993492,1.2579025,-0.91375864,0.57921076,-1.5678456,-0.46020356,-1.1499346,1.1513509,0.60336673,2.7519202,3.0139024,3.4755416,1.2631652,1.837876,neutral
21,-782.9677,39.993576,4.2803116,11.540868,-4.9210815,-3.1324954,-6.68182,-6.237731,-5.603468,-5.6240377,-3.5044951,-6.4487977,-4.8938518,-2.1413004,-7.1099854,-3.947387,-4.3068037,-3.1420252,-6.008824,-1.0968541,-3.7935634,-1.5572134,-2.490827,1.8439094,-1.9697233,0.857555,-2.3916728,0.14124843,-1.9115077,0.41924286,-0.35987487,2.1424003,0.76284134,3.1191177,3.768666,6.364701,3.9869273,3.3296676,0.38275066,2.0457103,calm
22,-599.02527,35.653378,1.0517886,4.9050736,-10.310247,-8.401948,-14.038136,-10.538394,-5.338746,-6.704687,-6.282255,-3.821486,-5.6907754,-2.8991177,-4.857445,-4.8355646,-3.7710133,-4.148326,-8.029282,-1.8655231,-6.317821,-1.97727,-4.0202174,1.7264023,-1.8298051,1.5668912,-0.831128,1.7084445,-1.4606347,0.73810697,-1.6123871,2.2199097,0.4196063,3.2383792,-0.13924432,1.1513839,-1.6162342,-0.079743825,-1.2549573,0.69970006,disgust
23,-601.1103,26.650097,-9.448291,2.1582105,-7.055682,-11.85158,-9.458487,-12.78067,-5.6408587,-7.9808455,-8.677497,-3.67861,-8.698383,-4.405376,-9.922697,-6.5036263,-4.2005596,0.54600966,-1.3853804,6.895843,3.017228,4.240742,2.7131166,2.9445233,-2.1219482,1.313677,-0.9062385,-0.14228061,-2.1989408,-0.47954962,-3.1277654,-0.70169646,-2.0260763,0.69889545,0.107324705,0.66168344,-0.4434451,0.8820619,-2.0523329,0.020739492,happy
24,-636.85095,44.11107,-5.942925,0.19322808,-11.232001,-7.11991,-2.3398657,-9.33921,-6.578523,-3.4736838,-6.492599,-6.2087317,-3.8675892,0.65969735,-4.6732526,-0.32134858,-0.20043917,2.4144902,-1.6172768,-0.12416679,-1.0096345,1.1444254,0.083327495,2.8760788,-1.7954457,0.80223066,-0.11950564,1.0492767,-2.623539,0.063390866,-0.7104028,1.7407949,1.2642444,2.7194605,1.0086796,2.9589806,-0.03246875,0.35833994,-0.96358675,1.0091358,surprised
25,-715.2366,38.7045,0.23988958,6.6968994,-7.2484875,-8.937007,-9.052222,-8.342751,-5.2968946,-5.974116,-4.4810634,-6.677287,-5.846984,-2.7440345,-5.4016476,-4.853029,-1.3107251,-1.8663055,-2.2622325,2.8739552,-2.6578138,-1.2536765,-3.4604774,-1.3425148,-5.2132864,-1.5177108,-4.2390995,-1.889772,-3.9445362,-3.016324,-4.068475,0.5647879,1.3737301,4.6310663,3.6877067,4.116897,1.4759408,0.44165465,-1.8316532,3.1407416,calm
26,-782.3922,42.652454,7.1056204,4.7204747,-5.7981944,-0.5743599,-7.8918653,-7.5496197,-4.2670536,-1.8757683,-2.9152272,-3.7168758,-4.172314,-1.3388494,-5.346402,-2.9673896,-2.8523526,-3.9618618,-5.0323668,-1.1365954,-5.08111,0.4407938,-0.4959042,4.3753614,1.6382703,5.454415,0.49456957,0.13600898,-3.3206081,0.1722667,-1.0022837,2.2348573,-2.162507,0.003693243,-1.2965043,1.8630737,1.3865583,3.5664096,2.0487518,5.273358,calm
27,-585.4765,34.7032,-8.606666,-0.61568165,-14.332079,-10.620892,-13.775595,-19.331736,-4.9387484,-8.401058,-6.756405,-2.2687473,-9.395068,-1.8106498,-6.9429026,-6.5486917,-5.7258377,-5.369159,-8.133173,-3.8525867,-3.4223826,1.6616184,1.2044641,4.5225997,2.235264,5.5351667,3.5514388,4.4856253,2.806285,2.9189374,-0.53080785,0.82898444,-0.8981461,1.2252505,-1.082821,0.81521976,-1.3453509,-1.1280233,-2.7304199,-0.39644003,disgust
28,-378.9729,31.439411,-31.542356,-2.7380075,-21.857885,-15.796411,-4.642936,-14.2134495,-7.0517244,-4.379468,-6.7103233,2.7444663,-3.8785903,7.4410615,1.3942575,2.5009115,0.2743187,-2.314181,-4.954828,0.29562867,-1.0301733,-2.9192514,-3.428078,-1.5669459,-2.7202625,-0.10881801,-0.31329185,-0.07955601,0.14779712,0.8433039,-2.392455,0.38079244,-1.022085,1.2113931,-0.7968742,1.1614485,-0.47525987,-0.38302496,-1.5373751,2.034611,angry
29,-532.86163,28.388668,-17.280972,10.800088,-9.740838,-15.3933735,-5.478383,-13.618213,-2.423519,-6.0516505,-7.6891556,1.9317182,-7.9510665,-0.7908528,-4.7989006,-0.21963806,2.061685,10.365786,6.4422483,8.576642,3.5443795,1.7495037,2.7870533,4.5424476,1.2916375,4.248161,0.5548315,1.0300432,-1.488115,0.40404478,-1.6559284,2.413909,0.07522484,5.083654,1.7985197,3.6114964,0.30906177,0.5738087,0.31665125,1.0420617,happy
30,-614.1206,36.801544,-7.9527006,4.9656105,-12.6450615,-8.631868,-12.54807,-14.656124,-5.4252877,-6.1519165,-6.7939425,-1.7347727,-6.764333,-3.6212676,-4.0504513,-3.6330981,-5.2256184,-1.4678285,-4.01247,0.3400258,0.7518853,2.9644947,4.249123,5.5706534,5.332409,7.094499,3.676033,3.153178,-1.1721201,0.82999676,-0.6976442,1.9179024,-0.8123409,1.1671326,-0.3163918,1.5618215,-1.5616788,0.49240142,-0.49992216,0.9721354,sad
31,-643.7337,34.19146,-6.5780463,1.8999391,-9.470947,-7.81865,-10.419766,-8.161236,-3.9278457,-6.440491,-6.0644317,-6.2079897,-4.73462,-3.0345612,-4.4770265,-3.1388416,-2.6176457,-2.0550866,-4.979281,0.021725042,-0.56524557,2.0035946,1.4127477,2.4974463,-1.4752736,2.6477349,-0.61458606,2.1439545,0.80721,2.3762481,0.006672739,2.0465016,-0.28987104,1.005179,0.26640832,1.750964,0.50017136,0.90252376,-0.92255855,-0.6814386,surprised
32,-602.35376,33.617756,-9.172872,5.3674726,-13.984377,-5.5616803,-14.908828,-18.269928,-3.9196224,-7.587296,-0.61355305,-3.9242754,-5.5888977,1.5817521,-4.995721,-4.78606,-7.2379804,-1.6086947,-7.585779,-1.4998571,-4.175618,-0.4412712,-3.1141896,1.695812,-1.8576353,1.9702396,-1.4507406,2.6109908,1.729568,3.7580674,2.141506,3.1420116,0.53819567,2.3017955,-0.22178967,0.853515,-1.8449923,0.17942047,-1.7446009,0.16047621,disgust
33,-770.7565,32.263668,3.7190971,8.979542,-4.167813,-5.4072495,-6.7109413,-6.711298,-5.644304,-5.428758,-4.044786,-7.787279,-4.8181596,-2.449784,-5.4855413,-2.635378,-4.563288,-2.701762,-6.5064573,0.13044034,-1.607384,1.3026049,1.8225368,3.0806718,-2.4439263,-0.016176438,-2.5790668,1.3672402,0.4586605,1.6894513,-0.11926622,3.297585,2.725945,5.6166296,3.7320776,2.782464,-0.63162744,0.374418,-0.4973694,0.58268857,calm
34,-453.9464,19.565872,-32.203327,-1.3133781,-14.172786,-20.68454,-4.434329,-14.018625,-6.25883,-2.1739724,-11.592573,8.030156,-1.5586054,10.82463,6.8616576,7.0662484,5.0490904,2.4180086,-1.4278988,2.105077,-0.89343375,-2.21573,-2.338527,0.45355594,-1.7768738,2.535257,-0.2545401,1.4493113,-0.41675648,1.3433979,-0.45615608,0.734136,-1.2101204,3.0370598,-1.2895802,1.4704396,0.8319668,1.3542329,-0.14516023,1.7349831,happy
35,-615.836,29.529728,-1.8988354,4.8824306,-8.630887,-7.414786,-9.568976,-9.833448,-4.371568,-7.0042686,-7.479185,-6.3391695,-4.0669656,-0.7456373,-2.34874,1.0109969,-1.301753,1.0977786,-3.0701466,1.8138939,-1.7842593,1.1607922,-1.63285,1.8788176,-3.2740548,1.7072583,0.17761287,1.6723778,0.36661917,1.8644648,1.1046329,2.3851063,-1.0252968,2.7216988,1.8073556,2.8553696,1.3879688,1.1899323,-0.8148021,0.8339526,surprised
36,-425.69464,26.029718,-22.74395,-2.9918475,-22.345882,-12.902869,-4.758621,-19.242552,-5.9899607,-7.0689144,-7.3634677,-1.0426852,-6.7426486,3.6048713,-1.3122296,3.651556,2.6179051,1.6625853,-5.1016912,-0.103399135,-0.11378202,1.0625435,-0.11438294,-0.30495444,-4.2796702,-0.50786775,-1.1664611,-1.7054193,-2.4884202,1.3244778,1.2763422,1.7883137,-2.1617486,1.6590447,-0.87925947,0.9280706,-0.6849403,1.5564662,-2.3801153,-0.28794375,angry
37,-569.30664,39.121758,-2.1424031,2.1419604,-14.590566,-9.046815,-11.839114,-14.983344,-7.637039,-8.666833,-7.6238184,-2.6864393,-6.052033,-3.4781165,-5.7122817,-6.7113376,-5.7195377,-2.6994853,-4.91915,0.9162875,-1.6977828,3.3243546,2.7043936,5.8298545,4.1557527,3.7961583,2.0325537,3.4507105,-0.008515761,0.29430276,-2.132472,-0.3411208,-3.115525,1.4013466,-1.0203339,0.021505134,-1.529735,0.42551035,-1.4710565,1.2325174,disgust
38,-717.2081,25.518518,5.0268087,7.4910116,-7.5872917,-3.4790983,-9.152508,-8.301012,-5.3865376,-6.4636297,-5.9560757,-7.3736563,-5.373783,-4.258087,-4.9510255,-4.565538,-4.1863933,-5.6194167,-5.4938498,-2.170011,-3.54711,-0.88310504,0.914229,5.638758,1.3205278,6.6464796,2.4322085,2.8005078,-0.4054408,1.5853344,-1.9830093,1.3213918,-1.6476814,1.6047684,0.87662965,1.8269784,-0.2432918,1.9108601,-0.06705023,-0.17158876,calm
39,-747.5553,37.940025,6.687089,7.405365,-7.08504,-3.8021765,-8.794697,-9.540134,-2.0083945,-6.6912293,-3.6737664,-5.4242754,-4.912146,-3.0844793,-6.854873,-4.7549195,-4.590969,-5.1190834,-6.1737957,-1.3190697,-4.252517,-1.4673134,-2.4928896,-0.69123393,-3.6484544,3.1117706,1.3627251,3.8141563,1.9372543,2.7524388,1.2092748,3.9168794,2.685488,4.341784,1.1183261,1.6068082,-0.10760648,4.044138,3.030463,3.4881396,calm
40,-556.70844,27.70128,-11.152244,6.435309,-15.215026,-11.113829,-6.660662,-14.528577,-6.4418955,-6.750493,-4.358893,-4.792459,-6.628183,-4.0707545,-7.3134055,-3.5452118,-1.7030321,1.6136829,-1.4706392,1.1833856,-2.5446897,0.40240553,-0.2703938,4.0107617,0.66340095,2.7486253,1.3461301,2.080547,-0.3688843,-1.0426002,-2.6495006,1.5598246,0.51792705,1.5249795,0.64746577,1.2321899,-1.5894997,0.31706294,-2.152213,0.3417983,angry
41,-668.87244,38.094307,-7.941611,3.86505,-9.087461,-7.0380797,-6.301899,-7.047813,-4.1160135,-4.032717,-5.015242,-5.682685,-3.4319308,-1.9197907,-4.013847,-0.7197176,-0.80261487,1.5180799,-0.07046834,3.5242865,0.04323692,0.41211972,-1.6402894,1.324384,-1.223016,2.2435484,-0.7454942,1.5654197,-1.8811479,-0.077805504,-2.2823813,0.62675315,-0.28780645,2.8758833,1.9587938,3.2008536,1.497805,2.0067708,1.1616075,0.962353,surprised
42,-597.9005,39.918373,-14.313548,-1.6426767,-13.040888,-10.514602,-8.166389,-12.796912,-4.902671,-6.6343336,-8.890436,-2.3964067,-5.172347,1.9775429,-3.7108173,-2.0751662,-1.6396202,0.63418233,-2.642932,0.6873828,-0.41277736,-0.028534364,-0.4194921,2.258346,-1.031406,0.16355903,-0.38213453,1.168596,-0.598942,1.7485348,1.0900929,1.4493653,-0.46260786,2.8030262,0.52487856,1.1662472,0.104378425,2.1585412,-0.5045248,-0.044056963,surprised
43,-599.8559,30.49328,-7.263157,4.693002,-12.339611,-6.2291346,-6.481658,-8.86258,-3.6811872,-6.772292,-6.780164,-5.508085,-4.583811,-0.6215523,-2.0517128,0.7279849,-1.7276398,0.22920609,-1.4017521,3.0277863,1.02336,3.184716,0.2992493,0.47824615,-3.5270429,1.317571,-0.7556334,0.44820404,-2.1237888,3.3165877,1.0722744,0.32369265,-1.2297989,2.413816,0.5020128,2.6885786,0.36876258,1.597293,-1.3589948,0.041735724,angry
44,-404.08252,26.028795,-31.30357,-4.0214815,-22.956633,-16.717102,-4.7809243,-15.904186,-4.46857,-2.589192,-4.6288958,5.5311494,-3.3099482,7.087471,-1.0210365,2.5963438,-1.4984014,0.76204145,-2.1708293,1.4039758,-2.155069,-1.5770358,-2.7578387,0.4844405,-2.3774567,0.73730326,0.009624872,-1.6223904,-1.003524,1.6462525,-2.153064,-0.8692236,-1.8840771,2.2322218,0.38822183,1.7988846,0.27936056,0.64841294,-1.3694552,1.5566868,angry
45,-730.675,44.721813,3.0830293,7.163062,-9.467579,-2.0789986,-7.8260274,-9.398847,-2.8612235,-4.2419505,-3.6087465,-4.971831,-3.3889441,-3.0155892,-5.9904823,-2.6330478,-3.3089309,-3.0972962,-3.5204892,1.6940058,-1.2320141,1.4222438,-0.3663502,2.1291587,-3.3741708,2.1275976,1.1896775,2.6013987,1.1690977,2.0109396,-0.06306031,4.132983,2.4049642,3.356027,0.82092416,-0.49328926,-1.3461921,0.89938223,0.79896617,2.2058215,neutral
46,-460.74854,19.256666,-31.301521,1.3285905,-14.620315,-16.66022,-6.0171905,-16.125523,-2.7349272,-6.96755,-8.880435,1.8502243,-9.404488,3.8149142,0.5069296,5.8581896,8.199378,9.343125,3.9440691,6.5259457,1.9243675,0.881889,-0.25035304,0.14572437,-1.7500187,0.40376547,-2.0799763,0.3178764,-0.6898155,2.5152304,-1.6617454,0.94796485,-1.1183839,4.11516,0.81962776,1.1862999,-0.53281134,1.7612076,0.097030595,0.73352,happy
47,-733.2571,40.39949,2.562792,8.562636,-6.258144,-2.0612493,-8.004203,-8.803184,-3.5353096,-2.452293,-3.913789,-5.272163,-3.18385,-2.966782,-5.250774,-2.466882,-3.2707083,-2.9767704,-4.2141714,0.3014444,-0.6833477,1.3723841,0.95520973,3.1163528,-3.5055668,0.5385421,-1.9347646,2.8737752,4.3973236,6.2254405,3.6436129,2.3651676,-0.5997123,0.9588649,0.61111367,1.7165122,0.07462089,1.4495821,-1.074755,-0.81500363,neutral
48,-679.18713,43.00348,-6.4591804,10.556762,-7.6291614,-5.881714,-10.100627,-11.099147,-4.688333,-1.1460992,-5.149345,-0.6703307,-5.0186267,0.11600742,-1.7183872,-4.822003,-3.1441731,1.1035079,-3.206941,1.4925028,0.9060979,1.4955988,1.7783877,2.5122907,0.31114474,2.2912486,-0.8995174,1.7977713,-1.8322178,1.4510474,0.21377966,3.1595447,0.9685872,1.7283795,-0.65646744,0.7331558,-1.3923504,-0.11294809,0.0979627,1.1639533,sad
49,-686.45886,35.581432,3.163062,11.72988,-8.104607,-4.770721,-9.543674,-10.93476,-1.8058726,-5.3019323,-3.5668428,-4.1831236,-3.4586987,-1.749607,-5.815988,-0.6630834,-3.892449,-0.48733354,-4.65698,1.1100843,-3.2692788,-0.609019,0.64071655,5.603351,0.40203318,5.3379407,0.4030899,3.9042664,0.073087744,2.3089292,1.266842,3.9092064,0.14702186,2.4110827,0.8417193,1.656907,0.11330355,1.0841266,-0.892901,0.61327356,sad
50,-552.31085,29.312113,-13.665323,-0.20868923,-15.772155,-11.489531,-7.974637,-14.870386,-7.9865093,-5.817811,-6.4071326,-7.1904273,-5.026206,-1.6698858,-0.8302662,2.7248647,-0.5768409,2.0273955,-0.45236662,3.0749342,1.4104977,2.5713584,-0.7730195,2.4505384,-1.5370209,0.45463297,-1.9581866,-0.017258024,-1.3421807,0.32756197,-2.4165444,0.5420761,-1.1131899,2.14933,0.588946,1.123973,-0.30804953,1.1261072,-2.26919,1.2687639,angry
51,-425.9022,9.773261,-31.419374,-1.0964913,-10.812807,-17.75861,-4.6502404,-15.872561,-4.978333,-1.6717141,-6.877321,11.388859,6.36017,12.342867,0.6617569,-0.92007715,-2.3123772,2.7805543,-1.8770719,-2.1958168,-2.2613246,-0.20882265,0.56134856,2.5097294,-1.7140685,0.7854349,-0.28539047,-0.45966667,-1.9426153,-0.25449917,-2.137754,2.5776596,-1.8026638,2.4488285,0.72137505,0.9203879,-0.06391849,1.1677947,-1.1457216,0.88653916,fearful
52,-434.22223,9.14397,-33.972736,-4.043405,-15.962402,-15.307082,-6.426759,-18.0162,-5.4855795,-2.331146,-3.7821546,12.873722,7.0560093,13.63706,-2.388644,-4.5585546,-6.6372504,0.76589423,-3.679282,-2.063846,-5.392395,0.1301719,4.8145804,3.2519634,-3.5483189,0.074492104,-0.74805146,-3.6740823,-4.3754277,1.1825203,-0.26450887,0.5053251,-1.8612471,4.512836,0.26764217,1.1244441,0.48016754,-0.3122223,-1.588137,1.9747964,fearful
53,-549.891,29.868822,-12.270893,0.7712915,-7.3076735,-12.121675,-6.062617,-10.13308,-2.2270622,-5.239875,-6.971278,-3.2224014,-10.397986,-0.97291404,-5.579877,1.734011,4.631622,8.463392,3.903219,4.9956717,2.0679169,3.1915603,4.868649,4.0892124,-1.5054412,1.2336614,-1.9090492,0.41634792,-0.91649586,1.5196117,-0.046751454,3.452728,1.6433575,2.4789157,-0.9341972,1.4262378,-0.78406173,0.5567935,-0.6676807,0.8294061,happy
